rightwidth,rightheight,rightangle
0.0,25.179356624028344,0
13.341664064126334,15.524174696260024,0.3042233623235285
7.0710678118654755,10.295630140987,0.0848701768953046
13.92838827718412,25.0,0.2710316492799265
15.811388300841896,25.0,0.32175055439664224
10.770329614269007,11.40175425099138,0.18546122593540054
7.810249675906654,25.495097567963924,0.12386425093328858
13.416407864998739,26.019223662515376,0.2676646526077535
6.4031242374328485,12.206555615733702,0.10141128499782891
13.416407864998739,26.68332812825267,0.2440629124670959
11.704699910719626,24.166091947189145,0.24245220074489893
6.4031242374328485,24.166091947189145,0.08067646275393375
16.76305461424021,21.470910553583888,0.17071266101863994
0.0,10.816653826391969,0
0.0,29.274562336608895,0
17.72004514666935,21.470910553583888,0.17955502863697217
0.0,25.709920264364882,0
16.1245154965971,29.154759474226502,0.19182076101367393
18.110770276274835,28.284271247461902,0.250546534319786
19.4164878389476,20.09975124224178,0.8112520206384541
0.0,23.194827009486403,0
23.53720459187964,27.073972741361768,0.5378294609416632
19.4164878389476,27.073972741361768,0.42332128633344857
16.278820596099706,25.079872407968907,0.29107398185067795
6.708203932499369,21.37755832643195,0.12050885966569493
14.142135623730951,25.709920264364882,0.1582741162259481
0.0,29.274562336608895,0
15.524174696260024,21.18962010041709,0.19232176772085183
13.601470508735444,21.18962010041709,0.22171341406763498
15.524174696260024,19.697715603592208,0.28247695968222153
9.219544457292887,21.540659228538015,0.10057952867316411
12.649110640673518,28.160255680657446,0.20216879328855683
11.661903789690601,22.80350850198276,0.18887665765266462
15.811388300841896,23.53720459187964,0.25710247603664516
13.601470508735444,24.515301344262525,0.21023089272937404
17.46424919657298,25.079872407968907,0.41625940412397827
11.180339887498949,10.198039027185569,0.20632389402971751
9.899494936611665,17.11724276862369,0.21173149522928758
0.0,27.16615541441225,0
10.44030650891055,13.45362404707371,0.06891189902123807
1.4142135623730951,13.152946437965905,0.039978687123289905
0.0,10.0,0
0.0,10.63014581273465,0
2.23606797749979,14.317821063276353,0.06442683942555366
0.0,34.058772731852805,0
11.180339887498949,21.540659228538015,0.18198342202423537
22.360679774997898,27.16615541441225,0.6432341981003167
9.219544457292887,8.48528137423857,0.07787686319575853
0.0,11.313708498984761,0
0.0,11.313708498984761,0
2.23606797749979,28.284271247461902,0.05009732320090447
0.0,10.63014581273465,0
12.36931687685298,29.017236257093817,0.21014400320556914
14.317821063276353,22.80350850198276,0.21669955605963745
15.132745950421556,28.0178514522438,0.291976516400946
11.180339887498949,28.071337695236398,0.1694808407353966
12.165525060596439,26.30589287593181,0.2057426113980355
11.40175425099138,9.433981132056603,0.1612361636382037
14.317821063276353,15.297058540778355,0.24394616702598593
14.317821063276353,20.12461179749811,0.24700602983731051
2.23606797749979,10.816653826391969,0.06442683942555366
1.4142135623730951,15.033296378372908,0.03252035553691398
16.1245154965971,28.160255680657446,0.314104411152116
0.0,29.154759474226502,0
9.848857801796104,20.591260281974,0.16356661457426833
15.297058540778355,21.93171219946131,0.2171113147349052
12.36931687685298,18.110770276274835,0.44346756127362696
0.0,10.0,0
2.23606797749979,10.770329614269007,0.017542060057402473
3.1622776601683795,26.019223662515376,0.049140734416020244
3.605551275463989,21.840329667841555,0.056854699318832656
17.46424919657298,27.294688127912362,0.2669303636247572
11.40175425099138,23.194827009486403,0.21210595692307502
17.26267650163207,26.1725046566048,0.24751446743725336
0.0,29.274562336608895,0
15.811388300841896,20.8806130178211,0.2981561136359478
12.529964086141668,19.235384061671343,0.3082700070440373
13.341664064126334,25.632011235952593,0.4766454988971575
5.385164807134504,26.570660511172846,0.09375091335197612
5.656854249492381,20.8806130178211,0.08723054536306182
13.601470508735444,19.1049731745428,0.30964838896354396
8.94427190999916,21.840329667841555,0.13863973713415806
18.439088914585774,30.01666203960727,0.3028492914251375
14.866068747318506,27.16615541441225,0.23915858276867816
0.0,29.832867780352597,0
18.681541692269406,26.076809620810597,0.46275275603893506
18.027756377319946,10.63014581273465,0.32809207399763973
0.0,26.92582403567252,0
5.656854249492381,27.459060435491963,0.0770248210342184
16.492422502470642,22.135943621178654,0.21866894587394195
2.8284271247461903,20.615528128088304,0.04758310327698334
14.866068747318506,21.840329667841555,0.2147188440830718
15.524174696260024,23.53720459187964,0.28247695968222153
8.602325267042627,14.422205101855956,0.21223426829484718
9.433981132056603,15.0,0.2640309181425308
9.219544457292887,14.212670403551895,0.21335691084564495
16.15549442140351,24.186773244895647,0.37365988262873706
0.0,1.0,0
10.44030650891055,10.63014581273465,0.18184069591967703
14.560219778561036,23.40939982143925,0.25725764295268466
8.54400374531753,11.180339887498949,0.12140435933295463
0.0,10.770329614269007,0
11.180339887498949,6.324555320336759,0.3622268777067712
0.0,7.615773105863909,0
13.601470508735444,12.206555615733702,0.1846528941206186
